"Date","Central Government Total Revenue (TT$Mn)","Central Government Current Revenue (TT$Mn)","Central Government Tax Revenue (TT$Mn)","Central Government Taxes on Income and Profits (TT$Mn)","Central Government Taxes on Property (TT$Mn)","Central Government Taxes on Goods and Services (TT$Mn)","Central Government Taxes on International Trade (TT$Mn)","Central Government Tax Revenue - VAT (TT$Mn)","Central Government Non-Tax Revenue (TT$Mn)","Central Government Oil Revenue (TT$Mn)","Central Government Oil Sector - Tax Revenue (TT$Mn)","Central Government Oil Sector - Non-Tax Revenue (TT$Mn)","Central Government Non-Oil Revenue (TT$Mn)","Central Government Non-Oil Sector - Tax Revenue (TT$Mn)","Central Government Non-Oil Sector - Non-Tax Revenue (TT$Mn)","Central Government Energy Revenue (TT$Mn)","Central Government Energy Sector - Tax Revenue (TT$Mn)","Central Government Energy Sector - Non-Tax Revenue (TT$Mn)","Central Government Non-Energy Revenue (TT$Mn)","Central Government Non-Energy Sector - Tax Revenue(TT$Mn)","Central Government Non-Energy Sector - Non-Tax Revenue (TT$Mn)","Central Government Capital Revenue (TT$Mn)","Central Government Total Expenditure (TT$Mn)","Central Government Current Expenditure (TT$Mn)","Central Government Expenditure on Wages and Salaries (TT$Mn)","Central Government Expenditure on Goods & Services (TT$Mn)","Central Government Expenditure on Transfers and Subsidies (TT$Mn)","Central Government Expenditure on Subsidies (TT$Mn)","Central Government Transfers Abroad (TT$Mn)","Central Government Transfers to Non-Profit Insitutions (TT$Mn)","Central Government Transfers to Educational Insitutions (TT$Mn)","Central Government Transfers to Households (TT$Mn)","Central Government Transfers to State Enterprises (TT$Mn)","Central Government Transfers to Statutory Boards and Similar Bodies (TT$Mn)","Central Government Expenditure on Interest Payments (TT$Mn)","Central Government Capital Expenditure and Net Lending (TT$Mn)","Current Account Surplus(+) / Deficit (-) (TT$Mn)","Non-Energy Fiscal Balance (TT$Mn)","Primary Balance (TT$Mn)","Central Gov't Overall Fiscal Balance (TT$Mn)","Average Discount Rate - High (%)","Average Discount Rate - Low (%)"
"Sep-2020","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Aug-2020","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Jul-2020","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d","n.d"
"Feb-2003","606.6","606.6","495.9","230.3","8","179","67.4","59.3","110.7","65.5","58.1","7.4","529.9","437.8","103.3","65.5","58.1","7.4","541.1","437.8","103.3","0","1097.7","1118.7","416.4","172.6","242.8","17","10.7","11.1","25.3","165.1","8.5","86.6","200.4","-21","-512.1","-556.6","-290.7","-491.1","5.23","5.23"
"Jan-2003","1114.1","1113.9","724.4","360.4","3.2","277.3","72.8","158.5","389.6","342.5","27","315.5","760.8","697.4","74.1","342.5","27","315.5","771.6","697.4","74.3","0.2","1260.1","1188","411.5","138.3","321.4","7.7","6.3","5.3","5","173","46.5","235.5","81.3","72.1","-74.1","-488.5","-64.6","-146","5.23","5.16"
"Dec-2002","1924.1","1923","1893.5","1457.7","1.2","318.5","99.8","184.9","29.5","739","738.3","0.7","1167.6","1155.2","28.7","739","738.3","0.7","1185.1","1155.2","29.9","1.1","1315.3","1266.3","445.9","128.4","316.6","6.9","3.8","7.6","27.1","176.5","57.6","109.4","266","49","656.6","-130.3","874.8","608.8","5.23","5.16"
"Nov-2002","732.8","732.6","665.1","268.3","1.1","285.3","100.6","163","67.6","44.2","42.5","1.7","678.7","622.5","65.8","44.2","42.5","1.7","688.5","622.5","66","0.1","1524.5","1479.7","435.9","129.7","319.2","2.5","0.2","6.3","83.1","192.9","3","333.9","261.1","44.8","-747.1","-836","-530.6","-791.7","5.23","5.16"
"Oct-2002","792","792","573.6","214.1","1.3","257.7","87.8","135.2","218.4","281.1","78.3","202.8","498.3","495.3","15.5","281.1","78.3","202.8","510.8","495.3","15.5","0","809","778.5","209.5","59.5","238","3.2","0","5.9","24.3","150.1","13.2","138.1","133.5","30.5","13.5","-298.2","116.5","-17","5.23","5.23"
"Sep-2002","2162.8","2158","1677.5","1171.4","0.6","417.2","70.9","307.8","480.5","591.1","513.6","77.5","1549.5","1163.9","403","591.1","513.6","77.5","1571.6","1163.9","407.8","4.7","1864.6","1592","365.4","329.4","433.1","9.6","26.1","21.3","51.3","170.9","136.1","119.8","344.2","272.6","566","-293","642.4","298.2","5.28","5.21"
"Aug-2002","789.2","789","683.1","235","0.3","365.4","71.3","240.4","105.9","82.4","48.9","33.5","695.6","634.2","72.4","82.4","48.9","33.5","706.8","634.2","72.6","0.2","1214","1150.2","337.2","186.3","294.9","15.2","6.4","7.7","5.9","206.9","16.1","140.5","191.4","63.8","-361.2","-507.2","-233.5","-424.8","5.28","5.28"
"Jul-2002","1070.7","1048.4","809.4","350","13.6","360.5","72.5","247.9","239","221.6","59.8","161.8","814","749.5","73","221.6","59.8","161.8","849.1","749.5","99.5","22.3","1072.2","1092.7","369","137.8","345.9","7.9","10.5","6.3","26","238.1","6.4","147.3","92.7","-20.5","-44.3","-223.1","91.2","-1.5","5.76","5.68"
"Jun-2002","1495.6","1493","1369.9","1012.3","44.1","240.6","63.6","129.8","123.1","622.3","579","43.3","861.4","790.8","79.8","622.3","579","43.3","873.3","790.8","82.4","2.6","1128.8","1100.7","331.1","138.9","262.1","13.1","3.4","7.8","24.2","165","12.7","78.5","290.1","28.1","392.3","-255.5","656.9","366.8","5.76","5.68"
"May-2002","1201.9","1201.9","794.3","388","8.6","324.8","67.8","207.4","407.6","200.9","103.9","97","995.8","690.5","310.5","200.9","103.9","97","1001","690.5","310.5","0","1118.7","1060.6","319.3","135.8","259.5","1.5","0.1","6.1","40.4","166.7","12.6","129.3","216.8","58.1","141.2","-117.7","299.9","83.2","8.9","5.75"
"Apr-2002","1029.6","1022.5","832.6","439.5","5","309.2","66.8","195.5","189.8","128.8","51.5","77.3","881.5","781.2","112.5","128.8","51.5","77.3","900.8","781.2","119.7","7.2","1162.2","1097.6","325","117.1","267.6","5.3","2.3","7.2","28.8","163.1","7.4","233.9","154","64.6","-75.2","-261.4","21.4","-132.6","8.9","8.9"
"Mar-2002","1193.5","1193.5","1089.4","723.5","3.6","295","57.4","176.9","104.1","454.6","382.2","72.4","729","707.2","0","454.6","382.2","72.4","738.9","707.2","31.8","0","1063.1","993.8","336.1","154.5","260","5.3","4.4","6.6","27.2","172","20.3","65","178.1","69.3","199.8","-324.2","308.5","130.4","8.9","8.7"
"Feb-2002","611.3","610.8","539.3","239.6","2.3","239","53.4","150.2","71.5","63.1","45.1","18.1","542.5","494.2","53.4","63.1","45.1","18.1","548.1","494.2","53.9","0.5","1090.3","1058.3","357","164.2","257.8","6.2","2.2","5.9","24.9","166.7","21","74.4","204.9","32","-447.5","-542.1","-274.1","-479","8.9","8.9"
"Jan-2002","1552.4","1552.4","1222","755.7","3.1","379.5","73.5","261.8","330.4","501.7","360.5","141.2","1040.4","861.5","187.6","501.7","360.5","141.2","1050.7","861.5","189.2","0","1006.3","1026.8","309.5","129.3","270.8","13.8","6.6","7.4","47.5","141","21.3","181.1","136.2","-20.5","525.6","44.4","682.3","546.1","9.53","8.7"
"Dec-2001","1125.3","1116.2","912.9","567.6","0.7","255.1","81.3","132.5","203.3","113.3","112.8","0.5","994.8","800.1","202.9","113.3","112.8","0.5","1012","800.1","211.9","9.1","1070.1","1016.7","342.8","93.4","282.6","10.1","4.8","6.2","42.6","139.6","37","122.1","175.7","53.4","99.5","-58.1","230.9","55.2","9.85","9.85"
"Nov-2001","728.8","727.8","616.7","238.3","1.8","272","94.4","148.1","111.1","110.1","58.6","51.5","607.6","558.1","58","110.1","58.6","51.5","618.7","558.1","60.5","1","1193.2","1162","421.9","123.1","307.3","1.5","0.1","6.2","28.8","123.4","104.4","111.8","197.8","31.2","-434.2","-574.6","-266.6","-464.5","12.91","12.51"
"Oct-2001","911.4","911.4","735.8","251.1","10.5","382","82.5","276.9","175.6","159.4","50.9","108.4","742.4","684.8","67.2","159.4","50.9","108.4","752","684.8","67.2","0","1243.2","1192.9","374.6","49.9","268.5","2.5","0","6.4","24","169.6","21.1","272.2","227.2","50.3","-281.5","-491.2","-104.7","-331.8","12.91","12.91"
"Sep-2001","1808.5","1786.9","1548.1","1154.8","1.5","313.5","67.3","158.6","238.9","868.1","679.8","188.3","907.8","868.3","50.6","868.1","679.8","188.3","940.4","868.3","72.1","21.5","1876.4","1484.9","420.5","345","378.7","17.3","24.7","9.3","33.1","166.6","59.6","121.6","219.2","391.5","302","-936","151.3","-67.9","12.91","12.51"
"Aug-2001","940","940","649","235.3","1.5","338.1","64.6","272.3","291","174","11","163.1","756.5","638","127.9","174","11","163.1","766","638","128","0.1","962","954.1","343.1","127.5","236.2","8.6","3.2","7.4","26.6","140","10.7","83.4","163.8","8","-14.1","-196","141.8","-22","12.92","12.91"
"Jul-2001","812.8","810.6","645.4","364.9","8.6","183.9","76.8","85.9","165.3","155.1","140.5","14.6","644.3","504.9","149","155.1","140.5","14.6","657.7","504.9","152.8","2.2","988","895.9","324.2","127.3","242","0.9","2.2","6.6","35","140.1","10.2","134.1","68.4","92.1","-85.2","-330.2","-106.8","-175.1","12.91","12.51"
"Jun-2001","1842.7","1841.2","1719.7","1391.7","24.6","229.8","65.8","122.8","121.5","913.5","913.5","0","919.8","806.2","121.5","913.5","913.5","0","929.2","806.2","123","1.5","1073","1044.2","301.9","96.8","227.5","9","8.2","4.9","29.4","128.4","12.4","167.9","250","28.8","797","-143.7","1019.8","769.7","12.91","11.72"
"May-2001","991.2","991.2","749.3","342.5","7.3","317","72.5","210","241.9","209.1","62.9","146.1","772.2","686.3","94.8","209.1","62.9","146.1","782.2","686.3","95.8","0","982.7","935.3","292.1","108.8","233.7","7.3","6.1","8.6","26","135.3","19.8","105","195.7","47.4","55.9","-200.5","204.2","8.5","12.92","12.52"
"Apr-2001","1044.8","1044.8","946.2","545.8","3.9","329.5","57.9","218.6","98.6","69.6","52","17.6","966.1","894.2","80.2","69.6","52","17.6","975.2","894.2","81","0","946","887.1","270.2","99.9","237","3.8","4.5","5.8","34.3","135.6","16.8","134.7","145.3","58.9","157.7","29.2","244.1","98.8","12.91","12.91"
"Mar-2001","1501.6","1501.4","1380.6","1019.5","4","294","54.9","184.6","120.8","643.8","588.7","55.1","849.3","791.9","65.2","643.8","588.7","55.1","857.8","791.9","65.8","0.2","1041.2","972.2","297.1","128.7","271.2","11","4.1","6.5","43.4","134.4","30.4","67","208.1","69","529.2","-183.4","668.4","460.4","12.91","12.51"
"Feb-2001","595.7","595.7","566.8","194","2.2","311","52.1","180.2","28.9","45.7","44.8","0.9","542.6","522","27.5","45.7","44.8","0.9","550","522","28.1","0","971.5","919.3","305.9","125.9","230.9","7.4","4.2","8.6","27","127.7","44.7","64.2","192.3","52.2","-323.6","-421.4","-183.4","-375.8","12.91","12.51"
"Jan-2001","1112.7","1112.7","856","485.6","2.8","290.3","64.8","188.4","256.7","232","62","170","868.1","793.9","86","232","62","170","880.7","793.9","86.8","0","1108.9","1130.5","396.9","115.7","241.8","10","12.3","5.5","34.3","128.5","12.6","197.4","178.6","-21.6","-17.8","-228.2","182.5","3.8","12.91","12.59"
"Dec-2000","1893.3","1892.3","1849.2","1514.2","0.8","256.7","68.8","158.7","43.1","1004.7","1004.5","0.2","878.9","844.7","40.7","1004.7","1004.5","0.2","888.6","844.7","43.9","1","1119.6","1058.1","306.7","99","345.6","2.4","1.6","6.3","58.1","143.4","27.3","122.3","184.6","61.5","834.2","-231.1","958.2","773.6","12.92","12.59"
"Nov-2000","727.3","726.4","627","195.9","1","323.8","94.7","201.8","99.5","106.1","46.2","60","608.7","580.8","39.5","106.1","46.2","60","621.2","580.8","40.4","0.9","972.5","894.4","254.8","89.6","221.6","2.1","6.8","5.8","32.3","127.9","15.6","80.2","248.1","78","-168","-351.3","3","-245.2","12.91","12.59"
"Oct-2000","723.2","713.2","547.3","220.7","0.9","243.2","73.7","172.9","165.9","162.2","18.9","143.2","542.2","528.4","22.7","162.2","18.9","143.2","561","528.4","32.7","9.9","1061.1","997.3","259.5","69.3","240.1","10.4","2.5","5.6","47.1","124.2","11.7","171.3","257.2","63.8","-284.1","-500.1","-80.8","-338","12.91","12.91"
"Sep-2000","2234.3","2233.1","1845.6","1287.1","1.6","478.3","70.4","176.1","387.5","1075.5","1069.4","6.1","1149.5","776.3","380.7","1075.5","1069.4","6.1","1158.8","776.3","382.6","1.2","1581.4","1326.5","292.7","172.4","314.6","10.2","16.8","9.8","25.5","143.8","32.5","91.2","455.5","255","906.6","-422.6","1108.3","652.8","13.85","13.47"
"Aug-2000","665.7","664.9","551.9","183.2","1.3","292.6","62.7","216.2","113","80.2","17.4","62.8","572.7","534.5","48.6","80.2","17.4","62.8","585.5","534.5","51","0.8","847.3","742.6","258.7","116.4","110.9","2.8","8.4","6.1","30.1","116.1","7.9","70","186.8","104.6","-77.7","-261.7","5.2","-181.6","13.85","13.81"
"Jul-2000","948.3","946","760.4","439.2","5.2","241.1","67.1","184","185.6","286.7","167.5","119.1","651.5","592.9","65.3","286.7","167.5","119.1","661.6","592.9","68.7","2.2","848.4","839.5","269","90.5","261.7","4","7.5","6.9","26.1","115","5.8","109.9","108.4","9","106.6","-186.8","208.3","99.8","13.85","13.48"
"Jun-2000","1490.1","1489.2","1421.8","1034.7","29.1","287.7","58.2","171.6","67.4","601.8","595.1","6.7","875.3","826.7","59.6","601.8","595.1","6.7","888.3","826.7","61.5","0.9","1008.5","919.4","257.5","113.8","249.2","3.6","6.5","4.5","46.6","114.9","5.2","117.2","181.7","89.1","569.8","-120.2","663.2","481.6","13.92","12.52"
"May-2000","718.1","717.3","669.5","338.5","7.7","250.9","60","156.8","47.8","99.6","83.1","16.5","605.4","586.4","29","99.6","83.1","16.5","618.5","586.4","32.1","0.8","887.5","832","264","78.3","198.4","4.8","4.2","5.9","25.1","125.5","3.9","67.1","224.1","55.5","-114.7","-269","54.7","-169.4","12.49","10.26"
"Apr-2000","995.8","995.4","779.4","413","5.9","302.2","47.2","221.9","216","229.1","63.2","165.9","755.2","716.2","49.7","229.1","63.2","165.9","766.7","716.2","50.5","0.4","1049.5","995.9","265.5","105.2","432.6","7.1","17.5","4.5","28.3","118","234.4","69.2","123.5","53.6","-0.5","-282.8","69.8","-53.7","10.26","10.18"
"Mar-2000","1395.8","1383.9","1281.2","919.3","3.3","288.2","61","137.8","102.8","561.2","559.6","1.6","813.5","721.6","99.6","561.2","559.6","1.6","834.6","721.6","113","11.9","984","917.3","257.4","102.6","217.4","6.8","1.3","5.2","50.8","111.5","5.4","102.1","237.8","66.7","466.7","-149.4","649.6","411.8","10.48","10.21"
"Feb-2000","560.4","560.4","475.3","177.2","2.8","235","51","149.2","85.2","82.9","21.8","61.2","468.3","453.5","23.7","82.9","21.8","61.2","477.5","453.5","24","0","1148.6","727.2","257.7","69","204","4.6","4","5.1","25.7","128.4","20.4","48","148.6","421.4","-166.8","-671.1","-439.6","-588.2","10.21","10.12"
"Jan-2000","684.4","684.4","493.3","284.8","2.7","148.4","50.5","90.8","191","113.7","2.5","111.2","563.8","490.8","78.8","113.7","2.5","111.2","570.6","490.8","79.8","0","709","743.2","246.7","99.4","245.1","15.1","4.7","5.5","28.8","117.8","19.9","78.5","73.5","-34.2","-58.8","-138.4","48.9","-24.6","10.23","10.2"
"Dec-1999","1372.6","1372.4","1271.2","968.9","1.3","212.1","80.4","118.8","101.2","525.9","510.8","15.1","838","760.3","85.3","525.9","510.8","15.1","846.6","760.3","86.3","0.2","1375.9","1307","284.3","118.1","244.8","6.3","0.6","6.5","55.9","122.4","11.6","175","484.8","68.9","65.3","-529.2","481.5","-3.3","10.25","10.11"
"Nov-1999","488.2","488","445.9","189.4","1.4","162.8","82.1","91.5","42.1","19.7","5.1","14.5","458","440.8","27.5","19.7","5.1","14.5","468.6","440.8","27.8","0.3","914.8","848","252.6","76.9","197","1.9","0","4.4","28.9","118.6","17.3","115.1","206.5","66.8","-360","-446.3","-220.1","-426.6","10.45","10.22"
"Oct-1999","419.2","419.1","394.5","145.3","1.2","178.1","62","103.5","24.6","12.9","1","11.8","398.2","393.4","11.7","12.9","1","11.8","406.4","393.4","12.9","0.2","714.7","680.4","237.7","49.3","176.1","1.2","2","2.8","28.6","107.4","6.9","85","132.3","34.3","-261.3","-308.3","-163.1","-295.4","10.31","10.16"
"Sep-1999","1529.2","1518.2","1197.3","702.9","3.2","421.8","62.4","219.9","320.9","541","418.7","122.3","970.2","778.6","197.6","541","418.7","122.3","988.2","778.6","209.6","11","1401.1","1255","435.6","196.7","216.8","6.1","22.9","13.5","49","102.3","1.4","106.6","299.3","146.1","263.2","-412.9","427.4","128.1","10.38","10.23"
"Aug-1999","640.2","639.1","476.8","169","1.8","249.3","51.3","132.6","162.3","56.1","46.1","10","577.5","430.7","152.3","56.1","46.1","10","584","430.7","153.3","1.1","817","778","327.9","76.4","193.3","4.3","5.2","13.6","28.4","102.5","5.5","70.7","109.7","39","-138.9","-233","-67.1","-176.9","10.33","10.29"
"Jul-1999","758.9","738.1","552.7","246.4","2.3","248.8","48.1","139.2","185.4","156","45.8","110.2","575","506.9","74.8","156","45.8","110.2","602.9","506.9","96","20.8","772.6","806","305.4","93.7","182.6","1.2","5.6","12.9","28.8","105.9","3","65.6","158.6","-33.4","-67.8","-169.7","144.9","-13.7","10.22","10.15"
"Jun-1999","1022.9","972.3","939.5","557.9","24.7","293.8","57.1","183.2","32.7","155.9","155.6","0.4","810.3","784","32.2","155.9","155.6","0.4","866.9","784","83","50.6","872.4","832.7","320.7","92.2","201.1","5.3","3.3","2.1","47.6","109.6","15","90.3","128.4","39.7","139.5","-5.5","278.9","150.4","10.25","10.1"
"May-1999","710.7","710.7","592.9","274.7","8.5","248.9","53.7","144.5","117.8","128.7","50.7","78","574.9","542.2","39.6","128.7","50.7","78","582","542.2","39.7","0","922.7","881.8","302.8","77.6","209.4","3.2","10.7","3.6","27.1","119.6","17.6","60.9","231.1","40.9","-171.2","-340.8","19.1","-212.1","10.54","10.3"
"Apr-1999","639.2","624","549.7","275","3.4","207.8","57.3","100.9","74.2","72.3","42.7","29.6","545.4","507.1","44.5","72.3","42.7","29.6","566.9","507.1","59.8","15.2","719.8","683.1","279.4","78.5","178.9","5.7","4.7","0.7","28.1","90.3","23.9","52.2","94.1","36.8","-59.1","-153","13.5","-80.6","10.88","10.62"
"Mar-1999","800.7","800.7","761.6","467.6","8.9","228.7","50.2","127.8","39.2","131","120.7","10.3","663.5","640.9","27.9","131","120.7","10.3","669.7","640.9","28.8","0","1016.6","959.7","300.9","105.5","207.7","2.8","3","1.8","49.7","120.5","14.4","90.4","255.3","56.9","-159","-346.9","39.4","-215.8","11.03","10.81"
"Feb-1999","551.1","549.6","457.8","188.8","2.4","216.2","44.1","107.6","91.8","52.7","45.2","7.5","490.5","412.6","82.9","52.7","45.2","7.5","498.4","412.6","85.8","1.5","782.5","795.2","374.5","71","177.8","2.4","2.1","2.4","27.3","113.3","6.9","40.3","131.6","-12.8","-245.6","-284.1","-99.7","-231.3","11.11","10.85"
"Jan-1999","781.1","781.1","601.5","271.3","2.3","272.2","49.9","168","179.6","147.4","46.5","100.9","627.9","555","78.7","147.4","46.5","100.9","633.7","555","78.7","0","759.2","714.9","235.2","75.3","184.6","2.9","-1.8","2.5","25.1","102.8","20.8","107.7","112.2","44.2","66.2","-125.5","134.2","22","11.84","11.46"
"Dec-1998","915.4","915.4","867.5","481.2","1.5","303.3","72.7","155","47.9","95.4","93.1","2.3","811.2","774.4","44.7","95.4","93.1","2.3","820","774.4","45.6","0","877.4","817.5","261","89.9","251.3","15.6","7.7","-2","71.7","116.7","8.9","86.7","128.7","59.8","97.9","-57.3","166.7","38","12.02","11.89"
"Nov-1998","682.6","682","567.8","199.8","1","281.5","77.5","174","114.2","133.3","47.6","85.7","540.8","520.2","28.4","133.3","47.6","85.7","549.3","520.2","29.1","0.6","932.3","867.9","280","85.1","159.2","8.4","0","7","6.1","100.6","17.5","116.1","227.5","64.4","-185.9","-383.1","-22.2","-249.8","12.2","12.17"
"Oct-1998","545.4","544.9","513.5","161.1","1.7","280.3","63.3","197.3","31.5","33.7","20","13.6","504.2","493.4","17.6","33.7","20","13.6","511.7","493.4","18.3","0.4","652.7","616.4","241.6","53.7","144.2","1.2","0","1.5","22.2","95.5","11.1","67.4","109.5","36.3","-71.4","-141","2.1","-107.4","11.96","11.96"
"Sep-1998","1232.4","1227.1","1014","556.6","4.7","386.2","58.3","214.7","213.1","111","110","1","1107.7","904.1","195.6","111","110","1","1121.4","904.1","217.3","5.3","1589.1","1259.5","326.4","149.7","290","4.6","20.9","6.2","50.8","117.4","19","81.1","412.3","329.6","-32.4","-467.7","55.6","-356.7","12.04","11.99"
"Aug-1998","640.6","640.6","475.2","182.8","2.2","230.5","51.3","136.8","165.4","117.2","26.3","91","515","448.9","73.5","117.2","26.3","91","523.4","448.9","74.5","0","804.8","738.1","366","82.2","164","3.5","9.6","4.8","22.8","92.9","15.3","49.8","76.1","66.7","-97.5","-281.4","-88.1","-164.2","12.16","12.04"
"Jul-1998","535.2","528.9","441.1","201.3","2.4","177.6","53.2","76","87.8","13.4","0.4","13","508.8","440.7","73.9","13.4","0.4","13","521.8","440.7","81.1","6.3","974.6","893.2","321.4","91.3","173.2","5.7","3.5","5","20.9","103.9","15.6","122.6","184.7","81.4","-364.3","-452.8","-254.7","-439.4","12.09","11.83"
"Jun-1998","1044.2","1035.9","962","495.1","23.1","383.5","52.8","289.6","73.9","110.6","102.5","8.1","917.8","859.5","64.9","110.6","102.5","8.1","933.6","859.5","74.1","8.3","870.4","799","334.7","74.3","178.1","2.1","7","4","43.1","95.7","18.4","56.4","155.5","71.3","236.9","63.2","329.3","173.8","12.05","11.97"
"May-1998","764.3","763.4","645.3","291.8","8","283.2","52.2","145.8","118.1","178.9","92.8","86.1","574.4","552.6","29.4","178.9","92.8","86.1","585.4","552.6","32.9","0.9","919.8","843.7","380.5","89","167.1","4.3","2.1","4.2","22.4","95.6","13.3","62.3","144.8","76.1","-80.3","-334.4","-10.6","-155.5","12.05","12.01"
"Apr-1998","715.4","715.4","675.4","314.2","4.2","294","57.7","191.8","40","49.9","38","11.8","660.1","637.4","27.4","49.9","38","11.8","665.5","637.4","28.1","0","745.9","744","271.2","81.5","163.7","0.6","2.8","4.7","25.3","97.7","15.2","83","144.6","2","-28.5","-80.4","114.1","-30.5","12.96","11.98"
"Mar-1998","797.6","795","756.4","406.8","5.4","279.1","58.7","156.6","38.6","529.4","125","404.4","259.2","631.4","28.5","529.4","125","404.4","268.3","631.4","-363.2","2.6","769.2","662.6","254.8","71.8","182.6","2.9","3.8","4.2","42.9","87.6","14.9","42.7","110.7","106.6","132.4","-500.9","139.1","28.5","12.01","11.92"
"Feb-1998","552.6","550.6","465.4","146.2","3.4","264.3","45.7","166.9","85.2","198.5","37.6","160.9","346.3","427.8","83","198.5","37.6","160.9","354","427.8","-73.8","2","540.8","581.1","234.2","59","161.9","5.7","3.6","4.2","22.3","104.1","15.8","55.5","70.5","-40.3","-30.5","-186.7","82.3","11.8","12.01","11.8"
"Jan-1998","677.4","674.7","528.8","164","2.6","304.6","51.9","249.5","145.9","135.7","3.3","132.3","533.3","525.5","13.5","135.7","3.3","132.3","541.7","525.5","16.2","2.7","722.6","716.7","249.7","32.5","164.2","0","2.7","3.4","36.4","86.5","16.1","119.4","150.9","5.8","-42","-180.8","105.8","-45.2","11.91","11.63"
"Dec-1997","1274.9","1241.1","1030.3","586.9","3.5","362.7","70","190.1","210.7","186.7","167.4","19.2","1047.2","862.9","191.3","186.7","167.4","19.2","1088.2","862.9","225.3","33.8","1475.8","985.7","326.8","170.1","203.3","5.7","7.2","5.7","36","101.1","20.8","81.2","204.3","490.1","255.4","-387.6","3.4","-200.9","11.42","10.61"
"Nov-1997","626.7","626.4","446.1","116.5","1.7","252.6","67.9","151.3","180.4","174.3","43.5","130.8","444.7","402.6","48.5","174.3","43.5","130.8","452.4","402.6","49.8","0.3","986.9","905.1","356.5","116.9","128.6","1.2","1.3","4.2","19.9","91.7","0.7","52.5","250.5","81.8","-278.6","-534.5","-109.7","-360.2","10.77","10.6"
"Oct-1997","617.3","585.9","534.7","215.5","2.1","252.3","54.9","172.5","51.3","37.2","23.4","13.8","538.9","511.3","34.8","37.2","23.4","13.8","580.1","511.3","68.9","31.4","801","706.2","267.6","68.6","152.8","4","7.2","4.5","21.3","96.3","6","103.4","113.7","94.8","-120.3","-220.8","-69.9","-183.6","10.89","10.62"
"Sep-1997","801.5","789.5","760.2","427.8","1.8","266.1","49.3","169.9","29.3","126.7","126.5","0.2","647.5","633.7","62.6","126.7","126.5","0.2","674.9","633.7","41.1","12.1","876.4","752.9","274.8","71.4","171.9","0.5","7.9","6.3","37.9","90.6","9.2","46.7","188.2","123.5","36.6","-201.5","113.3","-74.8","10.84","10.62"
"Aug-1997","689.7","662.3","395","111.5","1.1","233.1","44.9","128","267.4","188.9","45.9","143","469","349.1","88.3","188.9","45.9","143","500.8","349.1","151.7","27.4","616.2","611.8","274.4","62.8","140.1","2.1","3.5","4.4","18.4","83.5","8.5","38.1","96.4","4.4","50.6","-115.3","170","73.6","10.36","9.56"
"Jul-1997","720.9","720.9","584.6","271.6","3.5","246","46.9","147.6","136.3","65.3","51.5","13.9","638.9","533.1","121.4","65.3","51.5","13.9","655.6","533.1","122.5","0.1","831.9","750.8","289.7","93.3","129.2","2.5","3","4.6","17.9","90.1","1.3","110.2","128.4","81.1","-29.9","-176.3","17.4","-110.9","9.72","8.38"
"Jun-1997","1612","906","857.9","581.6","23.4","203","42.5","111.4","48","329.5","300.2","29.3","568.9","557.7","44.2","329.5","300.2","29.3","1282.5","557.7","724.8","706","627.9","625.4","232.1","72.7","152.9","3.9","4.5","3.7","34.6","87.8","8","53.4","114.3","2.5","280.5","654.6","1098.3","984.1","9.53","8.59"
"May-1997","705.8","703.5","516.5","267.9","2.6","201.1","38.8","112.6","187","272","130.9","141.1","425.4","385.6","45.2","272","130.9","141.1","433.8","385.6","48.2","2.3","729","656.6","253.3","64.7","152.6","2.8","8.2","3.7","18.2","87.8","18.6","56.9","129.2","72.4","46.9","-295.2","106","-23.3","8.59","8.88"
"Apr-1997","614.7","614.6","557.6","311.5","3.1","192.6","42","110.8","56.9","68.7","50.9","17.8","537.6","506.7","44.2","68.7","50.9","17.8","546","506.7","39.2","0.1","740.7","701","245","62.5","159.9","3.9","3.3","4","19.9","93.6","17.5","109.7","123.9","39.7","-86.4","-194.7","-2.1","-126","9.4","8.95"
"Mar-1997","1281.9","1267.9","1190.7","936.2","10.8","202.4","35.1","122.9","77.3","474.1","469.7","4.4","787.7","721","74.7","474.1","469.7","4.4","807.8","721","86.8","13.9","743.4","681.9","225.6","67.6","169.8","2.3","1","3.8","33.6","91.9","16.6","42.1","176.8","61.6","586.1","64.3","715.3","538.5","8.68","8.27"
