"Date","Commercial Banks & NFIs – Credit to the Private Sector (TT$Mn)","Currency in Active Circulation (TT$Mn)","Commercial Bank Reserves with Central Bank (TT$Mn)","Demand Deposits (Adj.) (TT$Mn)","Saving Deposits (Adj.) (TT$Mn)","Time Deposits (Adj.) (TT$Mn)","Commercial Banks - Foreign Currency Deposits (Adj.) (TT$Mn)","Commercial Banks - Foreign Currency Time Deposits (Adj.) (TT$Mn)","Commercial Banks - Foreign Currency Demand Deposits (Adj.) (TT$Mn)","Commercial Banks - Foreign Currency Savings Deposits (Adj.) (TT$Mn)","NFIs - Foreign Currency Deposits (Adj.) (TT$Mn)","Banking System: Net Domestic Credit (TT$Mn)","Loans and Advances to Central Government (TT$Mn)","Banking System: Credit to the Private Sector (TT$Mn)","Base Money M-0 (TT$Mn)","Narrow Money M-1A (TT$Mn)","Money Supply M-1C (TT$Mn)","Money Supply M-2 (TT$Mn)","Money Supply M-2* (TT$Mn)","Money Supply M-3 (TT$Mn)","Money Supply M-3* (TT$Mn)","Quasi Money (TT$Mn)","Commercial Banks & NFIs - Total Deposits Outstanding (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Consumers (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Incorporated Businesses (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Non-Financial State Enterprises (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Private Financial Institutions (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Public Sector (TT$Mn)","Commercial Banks & NFIs - Deposits Outstanding Unincorporated Businesses (TT$Mn)","Banking System Investments (TT$Mn)","Commercial Banks & NFIs - Total Investment (Net) - TT$Mn","Commercial Banks & NFIs - Reserves (TT$Mn)","Commercial Banks & NFIs - Share Capital (TT$Mn)","Commercial Banks & NFIs - Total Loans Outstanding (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Consumers (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Incorporated Businesses (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Non-Financial State Enterprises (TT$Mn)","Commercial Banks & NFIs - Loans (Net) (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Private Financial Institutions (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Public Sector (TT$Mn)","Commercial Banks & NFIs - Loans Outstanding Unincorporated Businesses (TT$Mn)","Commercial Banks & NFIs - Other Liabilities (TT$Mn)","Commercial Banks & NFIs - Total Liabilities (TT$Mn)","Commercial Banks & NFIs - Total Real Estate Mortgage Loans (TT$Mn)"
"Jan-2012","46920.10","4532.4","20431.5","24529.0","22612.5","10324.0","19427.1","4596.9","5782.3","9980.6","424.0","34627.2","-14437.9","41749.8","24964","29061.4","51673.9","61997.8","81424.9","63286.8","83137.9","32936.4","81148.5","39389.8","15787.1","3394.5","8117.1","11933","2527","24134.2","22938.7","1152.7","18941.1","51587.3","20968.3","23152.8","3580.4","50387.6","521.3","1935.5","1429.1","12839","118018","12288"
"Dec-2011","47136.10","4689.9","21077.9","26494.9","22468.4","10356.0","19510.1","4599.9","5714.6","10112.1","459.7","33635.6","-15665.6","41975.5","25767.8","31184.8","53653.2","64009.2","83519.3","65302.6","85272.4","32824.3","82854.9","39102.7","16525.1","4249.7","8704.2","11863.3","2410","24787.9","23640","1625.7","18829.8","51753","21011.7","23242.2","3575.5","50586.4","527.5","1932.5","1463.6","13706","120962","15267"
"Nov-2011","46615.10","4538.1","20119.6","23618.8","22077.8","10216.7","19500.0","4596.4","6091.5","9770.4","469.9","34542.2","-15054.2","41450.3","24657.8","28156.9","50234.7","60451.4","79951.4","61716.1","81686.0","32294.5","80137.3","38145.3","17398.8","3396.6","6950.9","11948.2","2297.6","24232.2","22454.5","1224.2","18410.4","52245.3","20584.2","23087.6","4272.4","51099","729.3","2093","1478.9","14036.5","117938","12159.6"
"Oct-2011","46072.70","4540.7","20267.0","23919.0","21625.5","10603.9","19691.9","4630.7","6212.9","9938.5","493.3","33017","-15990","41059.2","24807.7","28459.7","50085.2","60689.1","80380.9","61747.3","81932.6","32229.4","80062.4","38071.6","16892.4","4253.9","7349","11022.1","2473.4","24119.5","22683.1","1037.3","18744.9","51495.9","20335.9","22656","4315.4","50382","837.5","1921.1","1430","13759.5","118363","12127.5"
"Sep-2011","46081.40","4503.5","19537.3","22965.4","21739.2","10936.1","20385.1","4890.1","6477.1","9924.7","536.5","34923.4","-14254.7","40981.9","24040.7","27468.8","49208.0","60144.1","80529.2","61134.9","82056.5","32675.2","80173.4","38062.3","17390.2","4321.8","7166.5","10903.3","2329.3","23971.7","22908.7","1002.8","18800.9","51773","20193.2","22766.5","4649.9","50602.5","766.4","1960.2","1436.9","14139.3","119013","14806.6"
"Aug-2011","45996.20","4486.6","19115.6","21043.5","21591.8","10680.0","19902.9","5100.3","6240.2","9596.5","526.2","35848","-12963","40759.7","23602.3","25530.1","47121.9","57801.9","77704.8","58830.4","79259.5","32271.8","78324.1","37823.5","16481.5","4056.2","6791.6","10831.4","2339.8","23597.5","21147","1252.5","18946","51366.7","20198.5","22606.1","4616.7","50257.4","746.5","1804","1394.9","13176.1","116385","11961.4"
"Jul-2011","45710.30","4473","17230.1","20733.8","21470.7","10657.6","20144.3","5016.0","6208.3","9908.0","698.9","32508.9","-16376.6","40561.9","21703.1","25206.8","46677.5","57335.1","77479.4","58393.2","79236.4","32128.3","77309.2","37727","16345","4061.7","6931.9","10114.1","2129.4","23321.6","20882.7","1086.5","18654.6","51063.4","20141.9","22183.7","4655.2","49988.8","693.7","1969.2","1419.6","13203","114511","11855.4"
"Jun-2011","45640.70","4308.2","18007.1","22122.6","21138.0","10716.2","19396.7","5392.4","5039.5","9942.6","807.1","30826.2","-17954.3","40225.9","22315.3","26430.8","47568.8","58285","77681.7","59380.4","79584.2","31854.2","77458.8","37621.7","15120.8","4273.7","7113.2","11179.1","2150.2","22426.7","20145.7","1180.3","18526.1","51165.7","20053.5","22105.4","4634.4","50113.5","749.2","2173.5","1449.7","13684.8","115044","14501.4"
"May-2011","45650.60","4338.2","15607.8","21580.1","20868.9","10546.2","19282.8","5518.1","4862.7","9862.7","829.0","32937.5","-15778.7","40083.3","19946","25918.4","46787.3","57333.5","76616.3","58448.3","78560.1","31415.1","76527.3","37544.7","15558.7","4351.7","6693.7","10207","2171.6","24264.2","22109.7","1136.9","18304.3","51424.3","19946.5","22510.2","4681.7","50369.5","773.4","2186.9","1325.6","13671","114138","11700.1"
"Apr-2011","45552.60","4307.4","15292.1","20903.3","21013.7","10817.9","18826.4","5354.5","4637.2","9779.7","823.5","32187.3","-16883","40315.9","19599.5","25210.7","46224.4","57042.3","75868.7","58144.6","77794.4","31831.6","75701","38065.5","15209.2","4047.2","6378.2","9739.7","2261.3","24267.9","21693.5","1180.8","18452.4","51650.2","20157","22205","4685.1","50614.1","965.4","2328.1","1309.6","14266.6","114630","11577.3"
"Mar-2011","45480.10","4263.2","16380.2","22381.1","20600.9","10864.2","18885.6","5572.8","4590.2","9501.6","849.6","37344.1","-11423.8","40439.5","20643.4","26644.4","47245.3","58109.5","76995.1","59223.3","78958.5","31465.1","76240.9","37159.3","15334.1","4557.1","5948.8","11064.6","2176.9","24966.8","22794.9","1176.3","18301.1","51297.2","19871.5","22225.3","4359.7","50275.5","1222.3","2217.6","1400.9","13964.9","114800","14261"
"Feb-2011","45665.90","4302.2","15992.3","20424.0","20388.5","11047.4","18665.4","5789.0","4323.2","9297.3","816.9","37070.5","-11579","40102.4","20294.6","24726.3","45114.7","56162.2","74827.6","57302.7","76785.0","31435.9","74805.3","36917.9","14606.1","3989.5","6963.8","10158.4","2169.6","24291.8","22097.8","905.2","18218.7","51193.6","19852.7","22374.9","4528.2","49971.5","695.9","2312.8","1429.1","14869.9","113700","11456"
"Jan-2011","45384.90","4147.5","16186.2","20508.4","20001.7","11147.4","19181.9","6146.6","4407.0","9387.8","772.8","35225.5","-13252.5","40079.5","20333.7","24655.8","44657.6","55805","74986.9","56969.7","76924.5","31149.2","75210.7","36465.9","14532.8","4140.9","7422.8","10377.9","2270.4","24522.2","22342.8","951.8","18260.4","50941.5","19852.7","22133.6","4427.9","49735.6","905.2","2227.2","1394.9","13981.6","113719","11462"
"Dec-2010","45451.90","4242.4","16181.0","21040.7","19953.3","10981.4","18926.3","5973.0","4262.4","9339.4","790.5","33960.6","-14173.2","39933.1","20423.4","25283.1","45236.3","56217.7","75144.0","57396.8","77113.6","30934.6","75548","36689.4","14872.5","4552.7","7073.5","10139.2","2220.7","24444.6","22178.3","1344.5","18065.1","51050.7","19997.8","22148.4","4239.1","49856.5","723","2546.3","1396.1","13972.5","114885","14119.3"
"Nov-2010","45475.70","4078.1","15886.5","20131.8","19857.5","11375.1","18770.0","6372.7","4152.8","9055.5","868.8","34697.9","-13439.6","40085.1","19964.6","24209.9","44067.4","55442.5","74212.4","56598.9","76237.6","31232.6","74396.6","36334.2","15370.4","4126.6","6796.9","9452.2","2316.3","24960","23025.6","1089.3","18102.2","50903.5","19315.3","22473","4111.8","49449.5","919.1","2434.1","1650.3","14641.4","114253","11294.3"
"Oct-2010","45428.30","4089.9","17249.4","20351.5","19772.5","11622.3","18616.7","6312.6","4183.4","8843.9","777.6","34598","-13426.3","39833.6","21339.3","24441.4","44213.9","55836.3","74453.0","57014.7","76409.0","31394.9","74462.3","36308.5","15024","4662.4","6618.5","9655.9","2193.2","23432.7","22533.3","878.1","17929.4","50735.5","19204.1","22389.7","4370.2","49343.5","823.1","2343.3","1605.1","14307.1","114245","11262.8"
"Sep-2010","46016.50","3928.2","16145.8","20173.1","19464.3","12113.6","17920.5","6241.1","3935.5","8473.5","677.0","32486.8","-15797.8","39980.5","20074","24101.3","43565.6","55679.2","73599.7","56931.0","75528.5","31577.9","72832.4","35899.4","14209.6","4498.3","6597.2","9381.8","2246","23099.4","22458.4","1000","17789.1","51226.7","19026.8","23090.4","4326.1","49602.4","866.1","2321.6","1595.7","14789.4","113078","14270.8"
"Aug-2010","45546.50","3964.9","15938.4","18432.5","19131.4","12388.9","20083.1","6320.9","6036.7","8470.4","640.6","33222.5","-14688.5","39859.3","19903.2","22397.4","41528.8","53917.7","74000.8","55241.5","75965.2","31520.3","73970.2","35410.1","15718.6","4717","6796.9","9213.8","2113.7","23361.8","22287.6","925.3","17527.7","50574.8","18992.9","22574","4284.7","48896.7","876.4","2236.8","1610.2","14001.3","113340","11537.8"
"Jul-2010","44914.50","4010.2","15342.8","17672.6","19146.4","12692.5","19434.1","6687.7","4462.7","8826.0","591.6","27552","-19597.7","39367.6","19353","21682.8","40829.2","53521.7","72955.8","54740.7","74766.4","31839","72500.8","35700.9","14185","5295.8","6435.8","8829.9","2053.5","21815.7","21227.9","1146.2","17597.4","50015.5","18954.5","22359.5","3967","48349.9","911.5","2214.9","1608.1","15589","112474","11428.7"
"Jun-2010","44948.70","3915.8","16348.1","19133.6","18896.8","12773.3","20549.2","6899.0","5517.4","8765.8","406.2","29479.6","-17913.1","39345.7","20263.9","23049.4","41946.1","54719.4","75268.6","55855.9","76811.3","31670.1","74445.7","35513.9","15524.9","5878.6","6694.5","8724.5","2109.2","21610.3","20960.4","1089.4","17462.1","49800","18748.1","22418.9","3874.1","48225.5","904.9","2249.8","1604.2","15376.9","115308","13961.5"
"May-2010","45234.40","4003.4","15241.6","17405.8","18836.3","12639.5","20732.3","7698.1","4957.6","9016.1","406.0","28015.4","-19886","39858.7","19245","21409.1","40245.4","52885","73617.2","54000.5","75138.8","31475.8","73742.8","35316.9","15102.9","5799.1","6943","8385.6","2195.4","22679.4","21897.9","981.1","17307.4","49964.3","18770.6","22442.9","3906.6","48407.5","1000.4","2262.4","1581.5","14265.7","113869","11225.6"
"Apr-2010","45930.80","3929.9","14593.6","17441.8","18485.4","12384.3","20544.4","7931.7","4085.6","9440.6","404.4","28714.4","-19576.6","40468.8","18523.5","21371.7","39857.1","52241.4","72785.8","53235.7","74184.6","30869.7","73042.8","35072.1","14804","5999.7","6309.4","8852.1","2005.5","22985.5","22731.8","914.7","17423.8","50424.7","18762.5","23070.3","3745.9","48864","1082.6","2180.8","1582.6","14515.7","113451","11198.4"
"Mar-2010","46132.50","3872.7","14680.0","18212.8","18200.2","12993.8","21856.1","7870.6","5624.3","9062.7","401.8","30782","-17522.5","40554.6","18552.7","22085.5","40285.7","53279.5","75135.6","54243.8","76501.7","31194","74766.3","35003.4","15588.8","7115.6","6381","8687.5","1990.1","22949.2","22899.6","1092.4","17379.4","50315.6","18687.9","23152.4","3808.7","48878.9","1027.7","2078.6","1560.3","14878.2","115942","13888.6"
"Feb-2010","46460.10","3847.7","14474.5","17424.2","18347.7","12910.9","22264.1","8242.9","5355.6","9424.2","387.6","31515.5","-16703.3","40769.6","18322.2","21271.9","39619.5","52530.4","74794.5","53525.1","76176.8","31258.5","74419.3","35335.8","14852.4","6716","6470.5","9067.2","1977.3","22755.3","22813.1","886.2","17231.8","50472.7","18880.6","23358.7","3610.2","49086.1","1008.8","2049.4","1565.1","16569.2","115223","11228.5"
"Jan-2010","46432.60","3811.1","14845.8","17544.6","18090.3","13058.2","23367.2","8246.4","6362.5","9531.9","310.6","30213.2","-18071.1","40648.6","18657","21355.7","39446.0","52504.2","75871.4","53437.9","77115.7","31148.5","75587.4","34938.8","15966.8","6965.3","6438.7","9301.6","1976.2","22555","22705.8","837.4","17009.1","50460.7","18930","23188.4","3788.1","49094.6","1032.2","1971.5","1550.5","16814.1","116722","11184.7"
"Dec-2009","46492.20","3850","14558.5","19310.3","17702.6","12681.5","22930.1","8278.0","5979.2","9492.9","154.7","33019","-16060","41244.6","18408.4","23160.3","40862.9","53544.4","76474.5","54493.6","77578.3","30384.1","75571","34059.8","16989.8","7759.9","6720.4","8213.4","1827.7","22435.7","21811.3","1308","16763.2","51374.1","18954.7","23142.1","3774.5","50060.4","1653.7","2281","1568.1","17416.9","117822","13248.3"
"Nov-2009","46241.70","3775","14820.1","19190.6","15878.5","11771.6","20896.6","7985.9","5189.6","8427.2","196.2","29078.7","-18811.8","40547.5","18595.1","22965.5","38844.0","50615.6","71512.2","51545.5","72638.3","27650.1","70928.6","29859.9","16806.7","6606.1","7305.2","8557.6","1793","19375.4","18314.4","845.5","16469","50362.3","18673.3","23491.9","3355.8","49137.7","1002.4","2167.6","1671.3","17178.8","111985","10604.4"
"Oct-2009","46390.70","3721.9","13913.3","17501.3","15645.1","11507.4","19814.0","8297.6","4873.6","7574.3","194.0","25368.1","-22474.5","40513.2","17635.2","21223.2","36868.4","48375.8","68189.8","49251.9","69259.9","27152.6","68077.8","29339.7","15542.2","7492.1","6113.8","7894.1","1695.8","15936.1","17101.3","778.2","17032.1","50430.5","18608.8","23501.6","3324.2","49357","1022.8","2277.1","1695.9","16620.4","109265","9486.5"
"Sep-2009","46960.00","3582.4","12946.9","16393.6","15209.2","11835.2","19844.8","8611.1","4675.6","7480.3","171.6","25559.2","-21808","41123.4","16529.4","19976.1","35185.2","47020.5","66865.2","47895.7","67912.1","27044.4","66402.1","28720.7","15406.7","7830.3","5928.7","6831.7","1683.9","16090.7","17414.8","941.9","16864.3","49867.3","18636.1","23946.1","2320.3","48822.8","1092","2147.7","1724.9","17224.6","109091","11614.2"
"Aug-2009","47808.20","3627.7","11393.4","13924.2","15250.4","12288.0","19171.5","8668.3","4729.4","6577.0","170.0","22816.1","-25246.3","42243.8","15021.2","17551.9","32802.3","45090.2","64261.7","45934.1","65275.6","27538.4","64389.2","28587.4","15044","7230.2","5110.5","6780","1637.1","15909.1","17339.7","776.3","16646.3","50574.1","18592","24255.3","2315","49731.7","1789.9","1926.2","1695.7","17055.9","107716","9027.4"
"Jul-2009","47695.70","3616.9","10850.2","12639.7","15023.7","12942.3","19193.1","8897.3","4451.4","6714.3","165.8","22098.4","-26010.9","41950.8","14467.1","16256.6","31280.3","44222.6","63415.7","45031.2","64390.1","27966","63576.2","27949.7","14135.7","7290.9","5656.3","6839.6","1704","15592.9","17024.6","697.6","16433.8","50775.2","18528.1","24196.4","2594.5","49943.7","1650.2","2146.1","1659.8","17660.2","106840","8928.6"
"Jun-2009","47658.20","3546.7","10728.9","12846.5","14897.0","13051.6","18658.9","8776.9","4286.2","6372.5","166.3","20607.1","-27446.4","42007.5","14275.6","16393.2","31290.2","44341.9","63000.8","45141.8","63966.9","27948.7","63050.9","28088","14074","6472.4","5973.9","6650.2","1792.4","15412.8","16334.9","840.3","15957.7","50823.1","18495.7","24156.2","2629.8","50009.2","1823.4","2085.8","1632.2","17896.1","106126","11706.6"
"May-2009","47431.80","3602.5","11305.0","12689.8","14712.9","13381.9","18202.9","8468.0","3929.5","6659.3","165.7","22258.4","-27502.8","43733.5","14907.5","16292.3","31005.2","44387.1","62590.0","45172.6","63541.1","28094.9","62477.7","27984.3","13552.3","6083.1","6519.2","6622.9","1715.9","14771.5","15627.7","727","15838.6","52550.8","18571","24463.5","2682.8","51784.7","3140.7","2092.6","1600.1","16940.6","103807","9174.1"
"Apr-2009","47243.20","3531.6","10442.6","12935.8","14617.6","13307.5","17225.4","7646.2","3638.9","6653.7","124.4","19803","-29528.6","43481.6","13974.2","16467.3","31085.0","44392.5","61617.9","45178.6","62528.3","27925.2","61408.7","27819","13693.1","5940.8","5961.2","6327.7","1666.9","14757.6","15919.7","835.5","15760.4","51800.8","18568.7","23981.5","2817.2","51046.2","3194","1662.4","1577","16919.5","103158","9114.4"
"Mar-2009","47247.30","3554","11824.4","12813.1","14458.2","13633.9","17714.9","8079.5","3918.8","6291.1","127.2","20422.2","-28146","43053.6","15378.4","16367.1","30825.3","44459.3","62174.1","45518.0","63360.2","28092.1","61928.5","27603.8","13800","5840.3","6251.3","6745.3","1687.8","14538.3","15725.1","762.4","15418","51175.8","18667.1","23933.6","2544.8","50443.7","2772.4","1642.9","1615.1","18006.4","104830","11435.2"
"Feb-2009","47952.60","3554.4","11366.7","11852.7","14352.6","13273.4","16733.9","7627.1","4166.7","5572.8","126.5","18016.2","-29602.2","42900.8","14921.1","15407","29759.7","43033","59766.9","43876.8","60737.2","27626","59592.6","26910.2","14045.4","5269.5","5967.8","5800.1","1599.6","13694.6","15157.5","782.9","15362.2","49869.3","18924.9","24079.2","1865.4","49333.3","1835.6","1587.6","1576.5","17049.6","102395","9123.3"
"Jan-2009","48157.10","3366.7","10641.1","11762.5","13918.7","11735.5","14953.3","6328.7","3793.8","5727.2","122.6","15712.1","-32290.4","43141.1","14007.8","15129.1","29047.8","40783.3","55736.6","41643.5","56719.3","25654.2","56007.3","25241.3","13507.5","5028.6","5320.7","5342.7","1566.6","14380.2","15825.3","678","15140.1","49577.2","18981.3","23514.3","1804.6","49056.8","1854","1840.4","1582.5","18885.1","99253","9021.4"
"Dec-2008","48272.00","3433.7","10605.1","13226.0","13830.6","11680.2","16112.7","6510.2","4442.3","5848.2","3428.8","16254.5","-31889.8","43103.8","14038.8","16659.7","30490.3","42170.5","58283.2","45766.5","65308.0","25510.8","63514","26137.1","18345","6763.1","5795.5","4889.2","1584.2","14015.3","22566.4","1183","16227.2","51888.6","19206.4","25296.4","1975.2","51335.7","1973.2","1744.8","1692.6","24954.5","115211","11186.2"
"Nov-2008","48512.90","3399.9","9904.8","11721.0","14128.3","11641.8","16035.0","6433.2","4641.0","5291.2","3431.7","16785.8","-31506","42995.5","13304.7","15120.9","29249.1","40890.9","56925.9","44412.9","63879.6","25770","62417.5","26053.3","18458.8","5801.1","5140.4","5424","1540","14035.4","22769","664.1","16043.3","52150.6","19132","25443.1","2242.4","51603.5","1699.6","1895.4","1738.2","25672.6","114503","8843"
"Oct-2008","47264.20","3347","9087.1","11459.7","13971.8","10546.6","14779.2","6858.7","3169.3","5402.3","2475.5","14471.5","-33206.7","41951.3","12434.2","14806.7","28778.5","39325.1","54104.3","43827.7","61082.4","24518.4","59717.4","26982.4","15795.5","5411.7","4399.2","5590.3","1538.3","13932.2","20747.7","700.7","16233.7","51087.1","18726","24795.6","2224.9","50559.1","1447.5","2208.7","1684.5","24288.7","109740","8647.3"
"Sep-2008","47155.60","3259.8","8300.8","12422.3","13890.2","10600.6","14186.1","6490.2","3175.9","5269.5","2342.6","14242.3","-32509.5","41748.5","11560.7","15682.1","29572.3","40172.9","54359.0","44863.2","61332.8","24490.8","60191.1","27069.8","16511.8","4667.4","5118.7","5237.6","1585.8","14242.6","21870.2","849.2","16112.1","50238.7","18646","24472.6","1713.6","49720.6","1644.6","2090.6","1671.4","26131","111363","10845.5"
"Aug-2008","47106.30","3322.5","8495.4","10775.2","13868.0","10680.7","14137.9","7221.0","3436.6","4959.6","3482.5","16680.4","-29597.7","41274.7","11818","14097.7","27965.7","38646.4","52784.4","42294.4","59914.8","24548.8","59703.7","25553.6","16243.3","4627.8","5800.7","5943.6","1534.7","14204.3","21379.2","684","16182.2","49676.3","18499.5","24161.8","1622.5","49136.7","1434.3","2307.6","1650.6","25150.8","109620","8606.6"
"Jul-2008","46327.10","3307.1","7787.0","10705.1","13872.7","11168.9","14287.1","7011.5","3446.8","5204.3","3477.5","15529.5","-30444.1","40753.5","11094.1","14012.2","27884.9","39053.8","53340.9","42759.5","60520.8","25041.6","60284.2","25533.1","15543","5222.2","6047.6","6325.4","1612.9","14796.8","22501.4","749","15858.3","48979.4","18090.1","23859.7","1654.6","48445.6","1442.1","2336.5","1596.4","24994","110634","8475.7"
"Jun-2008","45822.00","3264.7","8991.6","12845.4","13671.9","10990.7","16363.0","7480.5","5177.1","5175.3","3569.8","12303.8","-32317.7","40356.2","12256.3","16110.1","29782.0","40772.7","57135.7","44334.4","64263.9","24662.6","63756.6","25075.7","17245.6","4793.8","6937.8","8069","1634.7","14987.2","23455.9","637.8","15625.7","48319.5","18196.3","23352.3","1137.4","47800.9","1988.8","2104.7","1540","23829","112323","10336.8"
"May-2008","46875.30","3272.7","6838.8","10629.1","13695.7","10533.9","13487.8","6478.8","3296.4","4910.3","4018.9","19069.2","-26266.4","41027.7","10111.5","13901.7","27597.4","38131.3","51619.1","41107.1","58585.4","24229.6","58040.5","25126.1","15409.8","4511.3","5607.3","5755.7","1630.3","14316.1","21089.7","889","15381.6","48493","18339.2","23963","1201.6","47899.5","1413.8","2012.6","1562.9","22969","106797","8232.2"
"Apr-2008","46868.30","3168.5","6923.1","10411.9","13645.2","10392.1","13899.3","6067.3","4123.2","4921.0","4242.3","18779.4","-26300","40703.3","10091.7","13580.4","27225.6","37617.7","51517.1","40451.6","58577.2","24037.3","58284.6","25006.9","16585.1","4715.8","5067.3","5303.6","1605.9","13722.6","22351","904.9","15615.7","48215.5","18139.4","23730.5","1241.9","47635.6","1452.2","2105.6","1546","22941.5","106197","8110.3"
"Mar-2008","45818.30","3225.9","7794.6","11007.4","13829.3","10573.2","12781.0","5874.2","3391.9","4553.2","4109.2","20033.9","-23998.8","39930.1","11020.5","14233.3","28062.6","38635.8","51416.8","41441.7","58315.9","24402.5","57838.3","24910.2","15623.6","5005.5","5199.4","5491.6","1608","13842.1","22195.3","753.7","15453.6","47501.2","17961.5","23171.2","1226.6","46930.2","1562","2044.6","1535.3","22994.6","105845","9467.8"
"Feb-2008","44902.90","3162","6850.6","10389.0","13330.8","9783.3","12451.4","5792.9","3041.7","4795.3","3971.2","20317.2","-23416","39527.3","10012.6","13551","26881.8","36665.1","49116.5","39452.9","55870.6","23114.1","55382.6","24321.1","15221.9","4291.1","4623.3","5374.8","1550.5","14275","21609.2","655.2","14287.8","47374.1","17924.3","22940.6","1170","46784.2","1694.9","2112.6","1531.8","24490.9","103802","7889.8"
"Jan-2008","44686.60","3099.2","5892.8","10333.6","13033.7","9172.4","11880.2","5405.6","3161.9","4571.2","4053.7","18316.8","-25142.7","38656.9","8992","13432.8","26466.5","35638.9","47519.1","38432.3","54354.9","22206.1","53984","23896.4","14587.6","3880.1","4538.7","5549.3","1532","14219.4","22080.4","1805.1","14099.8","46902.1","17935.4","22781.3","1422.5","46323.8","1137","2104.9","1521","26233.5","103865","7890.7"
"Dec-2007","44013.00","3182.8","6086.6","11939.3","13001.7","9186.1","11923.5","5270.1","3016.5","4499.4","3516.9","20164.8","-22293.3","37635.2","9269.3","15122.1","28123.8","37309.9","49233.3","40034.3","55463.4","22187.8","54155.1","23442.7","14595.8","4524.4","4975","4968.9","1648.3","13821.8","21666.9","2111.4","14116.1","46588.2","17771","22469.4","1430","46020.4","1224.4","2176.7","1516.7","25647.9","103868","9058.6"
"Nov-2007","43529.20","3101.7","5875.2","10481.2","13018.6","9355.6","11840.0","5301.0","3324.5","4232.5","3407.4","20080.5","-21422","36993.3","8976.9","13582.9","26601.6","35957.2","47797.2","38717.2","53953.3","22374.3","53532.6","23395.9","14072.9","3735.6","4968.2","5860.1","1500","13881.3","21828.3","1303.1","14195.4","45524.4","17263","22235.7","1149.9","44944.9","1117.2","2242.6","1516","24965.7","101417","7514.2"
"Oct-2007","42699.00","2906","6182.6","10039.5","12736.4","9350.1","12048.7","5226.4","3460.1","4333.5","3718.3","19239","-21624.9","36414.3","9088.6","12945.5","25681.9","35032.1","47080.7","37258.4","52970.0","22086.5","52308.9","22217.7","14483.1","3210.4","4820","6019","1558.6","13188.7","20898.8","1254.2","14417.5","45194.2","16835.5","21905.6","1370.3","44624.9","1304.8","2221.5","1556.5","25584.3","100584","7398.9"
"Sep-2007","42317.70","2929.5","6381.3","9583.3","12591.8","9245.5","11428.3","5005.3","2834.1","4334.8","3941.2","18247.5","-21915.5","35667.7","9310.8","12512.8","25104.6","34350.1","45778.4","36673.9","51984.3","21837.3","52817.6","22049.9","14933.6","2983.1","4958.6","6460.2","1432.2","13131.9","21233.1","733.5","14751.4","44768.9","16570","21922.5","1149.5","44196.1","1276.7","2295","1555.2","24467.1","99872.7","8954.8"
"Aug-2007","41361.70","2874.2","5916.0","9261.5","12424.1","9539.0","11536.9","5480.1","2814.3","3988.9","3641.4","17967.1","-21283.4","35223.6","8790.3","12135.7","24559.8","34098.8","45635.6","36851.2","51970.6","21963.1","51530.4","22283.1","13902.3","2853.3","4942.5","6094.9","1454.2","13490.4","22047.8","774.9","14151.4","43725.6","16436.7","21153.1","1220.1","43167.7","1170.4","2226.8","1518.6","22142.8","97035.2","7371.9"
"Jul-2007","41077.30","2794.7","5812.4","9408.2","12202.2","8732.1","11587.9","5025.6","3359.5","4094.3","3635.6","16876.4","-21928.2","34769.8","8607.1","12202.9","24405.1","33137.1","44725.0","35832.8","51019.1","20934.2","51107.3","22056.8","13925.5","3068.7","4572.9","6074.7","1408.7","13399.8","21767.9","910.8","13722.3","43269.2","16061.8","21010.9","1155","42716.2","1290.3","2223.1","1528","23047.2","97257.1","7234.9"
"Jun-2007","40418.50","2788.6","6167.7","9840.9","12083.6","8387.8","10936.9","4841.9","3085.2","4013.8","3670.1","15841.2","-22014.8","34309.6","8956.3","12629.5","24713.0","33100.8","44037.7","35716.8","50290.5","20471.3","49712.7","21371.4","13786.2","2467.6","4409.1","6312.7","1365.7","13485.6","21206.4","610.9","13637.9","42761.7","15667.1","20999.2","1043","42174.4","1336.2","2183","1533.4","22721.9","95813.2","8552.9"
"May-2007","40321.00","2710","5326.2","8765.3","11803.4","8118.7","11991.0","4801.4","4121.8","4156.8","3638.2","15928.3","-21206","33038.6","8036.2","11475.3","23278.7","31397.4","43388.5","34012.4","49608.5","19922.1","49531.7","21127.3","13610.8","2539.7","4695.2","6245.6","1313","13046.7","22067.6","647.8","13708.2","42017","15475.2","20494.7","1300.5","41415.8","1091.7","2111.5","1543.4","23666.9","95689","6925.1"
